"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
111120,"Oilseed (except Soybean) Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.12e-08","1.78e-09","1.30e-08","1111A0"
111130,"Dry Pea and Bean Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111130,"Dry Pea and Bean Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111130,"Dry Pea and Bean Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111130,"Dry Pea and Bean Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111130,"Dry Pea and Bean Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111130,"Dry Pea and Bean Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111130,"Dry Pea and Bean Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111130,"Dry Pea and Bean Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111130,"Dry Pea and Bean Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111130,"Dry Pea and Bean Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111130,"Dry Pea and Bean Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111130,"Dry Pea and Bean Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111130,"Dry Pea and Bean Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111130,"Dry Pea and Bean Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111130,"Dry Pea and Bean Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111130,"Dry Pea and Bean Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111140,"Wheat Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111140,"Wheat Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111140,"Wheat Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111140,"Wheat Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111140,"Wheat Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111140,"Wheat Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111140,"Wheat Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111140,"Wheat Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111140,"Wheat Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111140,"Wheat Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111140,"Wheat Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111140,"Wheat Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111140,"Wheat Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111140,"Wheat Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111140,"Wheat Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111140,"Wheat Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111150,"Corn Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111150,"Corn Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111150,"Corn Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111150,"Corn Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111150,"Corn Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111150,"Corn Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111150,"Corn Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111150,"Corn Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111150,"Corn Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111150,"Corn Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111150,"Corn Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111150,"Corn Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111150,"Corn Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111150,"Corn Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111150,"Corn Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111150,"Corn Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111160,"Rice Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111160,"Rice Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111160,"Rice Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111160,"Rice Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111160,"Rice Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111160,"Rice Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111160,"Rice Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111160,"Rice Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111160,"Rice Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111160,"Rice Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111160,"Rice Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111160,"Rice Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111160,"Rice Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111160,"Rice Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111160,"Rice Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111160,"Rice Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111191,"Oilseed and Grain Combination Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111191,"Oilseed and Grain Combination Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111191,"Oilseed and Grain Combination Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111191,"Oilseed and Grain Combination Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111191,"Oilseed and Grain Combination Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111191,"Oilseed and Grain Combination Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111191,"Oilseed and Grain Combination Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111191,"Oilseed and Grain Combination Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111191,"Oilseed and Grain Combination Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111191,"Oilseed and Grain Combination Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111191,"Oilseed and Grain Combination Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111199,"All Other Grain Farming","Hexafluoroethane","kg/2021 USD, purchaser price","7.03e-09","7.20e-10","7.75e-09","1111B0"
111199,"All Other Grain Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.98e-07","1.69e-07","4.67e-07","1111B0"
111199,"All Other Grain Farming","Methane","kg/2021 USD, purchaser price","9.29e-03","4.64e-04","9.76e-03","1111B0"
111199,"All Other Grain Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.38e-10","3.75e-11","4.76e-10","1111B0"
111199,"All Other Grain Farming","HFC-125","kg/2021 USD, purchaser price","2.96e-07","1.67e-07","4.64e-07","1111B0"
111199,"All Other Grain Farming","Carbon dioxide","kg/2021 USD, purchaser price","9.44e-01","1.19e-01","1.06e+00","1111B0"
111199,"All Other Grain Farming","HFC-134a","kg/2021 USD, purchaser price","7.65e-07","4.28e-07","1.19e-06","1111B0"
111199,"All Other Grain Farming","HFC-236fa","kg/2021 USD, purchaser price","1.99e-09","1.13e-09","3.12e-09","1111B0"
111199,"All Other Grain Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.57e-09","1.35e-10","1.71e-09","1111B0"
111199,"All Other Grain Farming","Perfluoropropane","kg/2021 USD, purchaser price","5.11e-10","4.38e-11","5.55e-10","1111B0"
111199,"All Other Grain Farming","Nitrous oxide","kg/2021 USD, purchaser price","5.68e-03","6.51e-06","5.69e-03","1111B0"
111199,"All Other Grain Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.14e-08","3.56e-09","3.49e-08","1111B0"
111199,"All Other Grain Farming","HFC-143a","kg/2021 USD, purchaser price","1.10e-07","6.24e-08","1.73e-07","1111B0"
111199,"All Other Grain Farming","HFC-32","kg/2021 USD, purchaser price","1.79e-07","1.01e-07","2.80e-07","1111B0"
111199,"All Other Grain Farming","HFC-23","kg/2021 USD, purchaser price","2.64e-08","2.62e-09","2.90e-08","1111B0"
111199,"All Other Grain Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.76e-08","2.32e-09","1.99e-08","1111B0"
111211,"Potato Farming","Carbon dioxide","kg/2021 USD, purchaser price","1.76e-01","6.66e-02","2.43e-01","111200"
111211,"Potato Farming","HFC-236fa","kg/2021 USD, purchaser price","4.76e-10","9.70e-10","1.45e-09","111200"
111211,"Potato Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","7.99e-09","6.66e-09","1.46e-08","111200"
111211,"Potato Farming","HFC-32","kg/2021 USD, purchaser price","4.28e-08","8.72e-08","1.30e-07","111200"
111211,"Potato Farming","Hexafluoroethane","kg/2021 USD, purchaser price","1.75e-09","1.63e-09","3.38e-09","111200"
111211,"Potato Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","7.13e-08","1.45e-07","2.17e-07","111200"
111211,"Potato Farming","HFC-125","kg/2021 USD, purchaser price","7.08e-08","1.44e-07","2.15e-07","111200"
111211,"Potato Farming","Methane","kg/2021 USD, purchaser price","4.90e-04","2.55e-04","7.45e-04","111200"
111211,"Potato Farming","HFC-134a","kg/2021 USD, purchaser price","1.82e-07","3.70e-07","5.52e-07","111200"
111211,"Potato Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.69e-10","4.42e-10","8.11e-10","111200"
111211,"Potato Farming","HFC-143a","kg/2021 USD, purchaser price","2.64e-08","5.38e-08","8.02e-08","111200"
111211,"Potato Farming","Nitrous oxide","kg/2021 USD, purchaser price","1.08e-03","7.88e-06","1.09e-03","111200"
111211,"Potato Farming","HFC-23","kg/2021 USD, purchaser price","6.11e-09","3.17e-09","9.29e-09","111200"
111211,"Potato Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.03e-10","1.23e-10","2.26e-10","111200"
111211,"Potato Farming","Perfluoropropane","kg/2021 USD, purchaser price","1.20e-10","1.44e-10","2.63e-10","111200"
111211,"Potato Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.80e-09","4.23e-09","9.03e-09","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Carbon dioxide","kg/2021 USD, purchaser price","1.76e-01","6.66e-02","2.43e-01","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Carbon tetrafluoride","kg/2021 USD, purchaser price","7.99e-09","6.66e-09","1.46e-08","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Hexafluoroethane","kg/2021 USD, purchaser price","1.75e-09","1.63e-09","3.38e-09","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","7.13e-08","1.45e-07","2.17e-07","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-125","kg/2021 USD, purchaser price","7.08e-08","1.44e-07","2.15e-07","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Methane","kg/2021 USD, purchaser price","4.90e-04","2.55e-04","7.45e-04","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-134a","kg/2021 USD, purchaser price","1.82e-07","3.70e-07","5.52e-07","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.69e-10","4.42e-10","8.11e-10","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-143a","kg/2021 USD, purchaser price","2.64e-08","5.38e-08","8.02e-08","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Nitrous oxide","kg/2021 USD, purchaser price","1.08e-03","7.88e-06","1.09e-03","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-23","kg/2021 USD, purchaser price","6.11e-09","3.17e-09","9.29e-09","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.03e-10","1.23e-10","2.26e-10","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-236fa","kg/2021 USD, purchaser price","4.76e-10","9.70e-10","1.45e-09","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Perfluoropropane","kg/2021 USD, purchaser price","1.20e-10","1.44e-10","2.63e-10","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","HFC-32","kg/2021 USD, purchaser price","4.28e-08","8.72e-08","1.30e-07","111200"
111219,"Other Vegetable (except Potato) and Melon Farming","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.80e-09","4.23e-09","9.03e-09","111200"
111310,"Orange Groves","Carbon tetrafluoride","kg/2021 USD, purchaser price","7.82e-09","7.15e-09","1.50e-08","111300"
111310,"Orange Groves","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.37e-09","4.18e-09","8.56e-09","111300"
111310,"Orange Groves","Carbon dioxide","kg/2021 USD, purchaser price","1.91e-01","6.99e-02","2.61e-01","111300"
111310,"Orange Groves","Perfluoropropane","kg/2021 USD, purchaser price","1.18e-10","1.56e-10","2.74e-10","111300"
111310,"Orange Groves","HFC-32","kg/2021 USD, purchaser price","3.57e-08","9.17e-08","1.27e-07","111300"
111310,"Orange Groves","HFC-23","kg/2021 USD, purchaser price","6.01e-09","3.54e-09","9.54e-09","111300"
111310,"Orange Groves","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.01e-10","1.34e-10","2.35e-10","111300"
111310,"Orange Groves","Methane","kg/2021 USD, purchaser price","5.98e-04","2.72e-04","8.71e-04","111300"
111310,"Orange Groves","HFC-143a","kg/2021 USD, purchaser price","2.20e-08","5.66e-08","7.87e-08","111300"
111310,"Orange Groves","HFC-134a","kg/2021 USD, purchaser price","1.53e-07","3.89e-07","5.42e-07","111300"
111310,"Orange Groves","Nitrous oxide","kg/2021 USD, purchaser price","7.10e-04","8.16e-06","7.18e-04","111300"
111310,"Orange Groves","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","5.95e-08","1.53e-07","2.13e-07","111300"
111310,"Orange Groves","HFC-236fa","kg/2021 USD, purchaser price","3.97e-10","1.02e-09","1.42e-09","111300"
111310,"Orange Groves","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.65e-10","4.81e-10","8.45e-10","111300"
111310,"Orange Groves","Hexafluoroethane","kg/2021 USD, purchaser price","1.71e-09","1.76e-09","3.47e-09","111300"
111310,"Orange Groves","HFC-125","kg/2021 USD, purchaser price","5.91e-08","1.52e-07","2.11e-07","111300"
111320,"Citrus (except Orange) Groves","Carbon dioxide","kg/2021 USD, purchaser price","1.91e-01","6.99e-02","2.61e-01","111300"
111320,"Citrus (except Orange) Groves","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","5.95e-08","1.53e-07","2.13e-07","111300"
111320,"Citrus (except Orange) Groves","Nitrous oxide","kg/2021 USD, purchaser price","7.10e-04","8.16e-06","7.18e-04","111300"
111320,"Citrus (except Orange) Groves","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.01e-10","1.34e-10","2.35e-10","111300"
111320,"Citrus (except Orange) Groves","HFC-143a","kg/2021 USD, purchaser price","2.20e-08","5.66e-08","7.87e-08","111300"
111320,"Citrus (except Orange) Groves","Perfluoropropane","kg/2021 USD, purchaser price","1.18e-10","1.56e-10","2.74e-10","111300"
111320,"Citrus (except Orange) Groves","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.65e-10","4.81e-10","8.45e-10","111300"
111320,"Citrus (except Orange) Groves","HFC-23","kg/2021 USD, purchaser price","6.01e-09","3.54e-09","9.54e-09","111300"
111320,"Citrus (except Orange) Groves","HFC-134a","kg/2021 USD, purchaser price","1.53e-07","3.89e-07","5.42e-07","111300"
111320,"Citrus (except Orange) Groves","Carbon tetrafluoride","kg/2021 USD, purchaser price","7.82e-09","7.15e-09","1.50e-08","111300"
111320,"Citrus (except Orange) Groves","Methane","kg/2021 USD, purchaser price","5.98e-04","2.72e-04","8.71e-04","111300"
111320,"Citrus (except Orange) Groves","HFC-32","kg/2021 USD, purchaser price","3.57e-08","9.17e-08","1.27e-07","111300"
111320,"Citrus (except Orange) Groves","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.37e-09","4.18e-09","8.56e-09","111300"
111320,"Citrus (except Orange) Groves","HFC-236fa","kg/2021 USD, purchaser price","3.97e-10","1.02e-09","1.42e-09","111300"
111320,"Citrus (except Orange) Groves","Hexafluoroethane","kg/2021 USD, purchaser price","1.71e-09","1.76e-09","3.47e-09","111300"
111320,"Citrus (except Orange) Groves","HFC-125","kg/2021 USD, purchaser price","5.91e-08","1.52e-07","2.11e-07","111300"
111331,"Apple Orchards","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.01e-10","1.34e-10","2.35e-10","111300"
111331,"Apple Orchards","HFC-134a","kg/2021 USD, purchaser price","1.53e-07","3.89e-07","5.42e-07","111300"
111331,"Apple Orchards","HFC-23","kg/2021 USD, purchaser price","6.01e-09","3.54e-09","9.54e-09","111300"
111331,"Apple Orchards","HFC-125","kg/2021 USD, purchaser price","5.91e-08","1.52e-07","2.11e-07","111300"
111331,"Apple Orchards","HFC-32","kg/2021 USD, purchaser price","3.57e-08","9.17e-08","1.27e-07","111300"
111331,"Apple Orchards","HFC-143a","kg/2021 USD, purchaser price","2.20e-08","5.66e-08","7.87e-08","111300"
111331,"Apple Orchards","Hexafluoroethane","kg/2021 USD, purchaser price","1.71e-09","1.76e-09","3.47e-09","111300"
111331,"Apple Orchards","Nitrous oxide","kg/2021 USD, purchaser price","7.10e-04","8.16e-06","7.18e-04","111300"
111331,"Apple Orchards","Methane","kg/2021 USD, purchaser price","5.98e-04","2.72e-04","8.71e-04","111300"
111331,"Apple Orchards","HFC-236fa","kg/2021 USD, purchaser price","3.97e-10","1.02e-09","1.42e-09","111300"
111331,"Apple Orchards","Carbon tetrafluoride","kg/2021 USD, purchaser price","7.82e-09","7.15e-09","1.50e-08","111300"
111331,"Apple Orchards","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.65e-10","4.81e-10","8.45e-10","111300"
111331,"Apple Orchards","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","5.95e-08","1.53e-07","2.13e-07","111300"
111331,"Apple Orchards","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.37e-09","4.18e-09","8.56e-09","111300"
111331,"Apple Orchards","Carbon dioxide","kg/2021 USD, purchaser price","1.91e-01","6.99e-02","2.61e-01","111300"
111331,"Apple Orchards","Perfluoropropane","kg/2021 USD, purchaser price","1.18e-10","1.56e-10","2.74e-10","111300"
111332,"Grape Vineyards","HFC-23","kg/2021 USD, purchaser price","6.01e-09","3.54e-09","9.54e-09","111300"
111332,"Grape Vineyards","Hexafluoroethane","kg/2021 USD, purchaser price","1.71e-09","1.76e-09","3.47e-09","111300"
111332,"Grape Vineyards","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.65e-10","4.81e-10","8.45e-10","111300"
